Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
37,90418,499685,455,524,13,21.822411165683043,24,0.31977564077954207,PhD,Unemployed,Married,Yes,No,Business,Yes,0
41,143232,388732,764,31,18,11.789263466554013,12,0.7629629011933664,Masters,Part-time,Single,No,No,Education,Yes,0
29,46575,16997,403,392,15,3.6810359940749318,240,0.5136881880204169,High School,Full-time,Divorced,No,Yes,Other,No,1
67,78852,342895,801,39,12,14.27910855868507,24,0.2385202850212445,High School,Unemployed,Single,Yes,No,Other,No,0
52,147079,99605,474,217,15,12.439902334326868,240,0.10117139632285693,PhD,Part-time,Divorced,No,Yes,Other,No,0
77,91242,418127,720,81,13,26.144745288989473,360,0.6740436011721451,PhD,Self-employed,Single,No,No,Business,No,0
50,44257,318677,433,200,18,8.075863768221694,240,0.28974528223532126,High School,Full-time,Divorced,No,Yes,Auto,Yes,0
50,76246,345710,690,446,15,29.035292598518133,360,0.5283757770915449,PhD,Full-time,Single,No,Yes,Business,No,0
78,16435,226942,800,427,11,28.786005474330388,24,0.3766531354927185,High School,Self-employed,Divorced,No,Yes,Other,No,0
68,106357,146643,332,37,19,8.181317649071723,360,0.15914382383603068,Masters,Self-employed,Divorced,No,No,Business,No,0
60,98807,109255,354,210,3,11.093506708842295,36,0.4813492868963721,Masters,Full-time,Married,No,Yes,Other,Yes,0
54,130953,261298,818,443,7,26.971116485342666,360,0.04854645516054586,High School,Unemployed,Single,Yes,No,Home,Yes,0
29,138797,488679,311,326,14,29.03204440598712,120,0.3306739678969538,High School,Full-time,Married,Yes,No,Home,No,0
20,78888,452157,827,226,14,13.859733982245277,24,0.4372919517309368,Bachelors,Self-employed,Single,Yes,Yes,Education,No,0
18,88609,59005,672,47,13,10.308914323586036,12,0.34883757929486325,Bachelors,Unemployed,Married,No,Yes,Auto,No,0
50,24077,218322,783,17,12,16.25672638429472,240,0.5989377402007927,PhD,Part-time,Divorced,No,No,Home,No,0
57,35953,190784,527,438,9,20.945306984606308,60,0.66233996363625,PhD,Full-time,Married,Yes,No,Other,Yes,1
27,129682,44541,606,186,1,8.930760945874415,24,0.6169944592265425,High School,Self-employed,Married,No,No,Business,No,0
60,82889,24387,756,344,19,22.357722063953112,120,0.03105035824944169,High School,Part-time,Divorced,No,No,Business,Yes,0
61,130374,357124,459,223,11,2.49806335632459,360,0.1553030163567778,Bachelors,Full-time,Married,Yes,No,Education,No,0
46,39860,180980,630,487,19,2.429540290168077,240,0.42928600741101947,Bachelors,Full-time,Divorced,Yes,No,Business,No,0
30,92475,86457,524,228,18,12.20234344922081,36,0.747857632355041,High School,Unemployed,Single,Yes,Yes,Home,Yes,0
29,102266,145129,803,389,12,11.250722569760898,12,0.6679654200416936,Masters,Self-employed,Married,No,No,Business,No,0
48,115732,65028,755,588,1,10.153363245647416,36,0.6740276066814413,Masters,Part-time,Divorced,No,No,Home,No,0
63,42083,120246,344,187,19,15.23957311739839,60,0.24256655500773994,PhD,Full-time,Divorced,No,Yes,Home,No,0
19,72372,318875,513,269,17,10.301273887035565,24,0.3435583176629621,High School,Unemployed,Married,Yes,Yes,Auto,No,0
78,138786,156930,358,309,5,6.575479635574666,240,0.37656475785274995,High School,Part-time,Single,Yes,Yes,Education,Yes,1
68,22813,180761,494,131,3,9.974616923569426,24,0.12589726667992834,PhD,Part-time,Married,No,No,Other,No,1
67,46598,45638,788,550,2,29.272223911496813,120,0.024854504195565053,Bachelors,Full-time,Divorced,Yes,Yes,Home,No,0
52,108106,485814,456,71,3,12.92228909285061,24,0.7575223195684135,Bachelors,Part-time,Single,Yes,Yes,Education,Yes,0
40,42082,496602,525,186,8,13.896670528891738,12,0.19257006853080538,Masters,Full-time,Married,No,No,Other,No,0
34,44241,178558,711,485,16,17.71980470858306,60,0.19195912297890505,High School,Unemployed,Divorced,Yes,No,Business,Yes,1
43,26745,21567,504,190,6,29.51688228401257,36,0.06670324301500763,Bachelors,Unemployed,Married,Yes,No,Education,No,0
25,41029,423955,378,421,13,8.006437016637127,60,0.7428062015550229,Masters,Part-time,Single,Yes,No,Education,No,0
46,138395,58804,423,119,16,20.75718120544058,240,0.46378969195181763,Masters,Full-time,Single,No,Yes,Education,No,0
43,104186,371965,770,219,16,21.76355611271,24,0.5336294857002831,Masters,Self-employed,Single,No,No,Business,Yes,0
27,112768,4754,517,52,3,18.61240808699891,240,0.729261509810442,Bachelors,Unemployed,Single,Yes,Yes,Business,Yes,0
43,56846,28044,815,450,13,3.5687718494626783,36,0.2764961351206316,Bachelors,Full-time,Single,No,No,Education,No,1
79,90932,68260,403,411,14,20.62929599899972,240,0.4972058489104673,High School,Full-time,Married,No,Yes,Auto,Yes,0
51,38411,67912,692,236,8,2.858746620049089,120,0.031039563783109972,High School,Full-time,Single,No,No,Home,No,0
68,93797,257695,733,405,12,18.28813683694701,60,0.14941802258490347,Masters,Part-time,Single,Yes,No,Business,Yes,0
58,67307,9706,630,421,8,22.447854139430536,36,0.664996644071954,Masters,Self-employed,Divorced,No,No,Auto,No,1
24,149165,272038,442,246,9,7.118126827978562,36,0.6134146850706687,Bachelors,Part-time,Single,Yes,Yes,Business,Yes,0
21,37042,412253,839,71,1,25.407038218740446,360,0.28051415316571754,Bachelors,Unemployed,Divorced,Yes,Yes,Education,No,0
75,67930,347130,577,184,6,1.8802603604571235,36,0.30144850221937003,High School,Part-time,Divorced,No,Yes,Auto,Yes,1
70,112883,345086,532,5,19,25.470573046090877,360,0.4268435468428636,High School,Full-time,Divorced,Yes,No,Other,Yes,0
67,48756,183684,828,205,11,14.349542468640188,12,0.00019280374810763947,PhD,Part-time,Married,No,Yes,Home,Yes,0
62,68268,30725,389,543,11,7.31005025801769,360,0.1929954688304223,High School,Full-time,Married,No,No,Home,Yes,0
28,63901,137998,791,386,13,4.879566204825072,60,0.16658544688657156,Bachelors,Self-employed,Divorced,Yes,No,Business,No,1
46,114986,105555,498,75,11,28.645907859888805,240,0.20038635739981078,Masters,Part-time,Married,Yes,No,Home,No,1
73,143386,262486,661,176,18,3.1073020398535447,360,0.6447246740267532,PhD,Part-time,Single,No,Yes,Other,Yes,0
53,20626,272640,740,348,15,6.773709178141845,36,0.22373908523715455,High School,Part-time,Married,No,No,Auto,No,0
42,27857,57447,325,254,1,11.086848075558333,60,0.15321705764011853,High School,Full-time,Single,No,Yes,Auto,Yes,0
38,148052,364748,324,307,7,18.986810619872493,360,0.40341076863442527,Bachelors,Full-time,Single,No,No,Education,No,0
78,41431,161878,693,344,13,16.799231473006856,360,0.6925160290981855,PhD,Part-time,Married,Yes,No,Auto,Yes,0
74,99976,351343,806,126,12,4.643661279957105,36,0.1930797630699999,High School,Part-time,Married,Yes,No,Business,No,0
53,97711,42321,600,286,18,9.402111528408224,120,0.06282899423423896,Masters,Self-employed,Divorced,Yes,Yes,Other,No,0
27,41385,254113,638,595,19,7.923801361494698,120,0.28512378867973176,Bachelors,Self-employed,Married,No,Yes,Education,Yes,0
54,33639,234103,566,486,15,7.1927427802199,360,0.5981214596519823,PhD,Unemployed,Married,Yes,No,Business,Yes,0
26,100530,459311,760,382,8,12.923185757919624,120,0.4405524357558357,High School,Self-employed,Married,Yes,Yes,Business,Yes,0
41,36563,416872,755,405,19,21.41691212515805,24,0.653434695659478,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
52,130672,56147,659,387,10,7.306135034299842,36,0.7676737180873872,PhD,Self-employed,Single,Yes,No,Home,Yes,1
66,97970,92396,367,524,7,11.63368751138646,24,0.6341299814012937,Bachelors,Full-time,Single,No,No,Business,No,0
52,100553,443882,711,556,18,12.336605378393706,60,0.48304246307500276,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,1
65,97879,476584,790,275,16,29.317239353626896,24,0.3946732704419044,PhD,Self-employed,Divorced,Yes,No,Auto,No,0
53,59859,301931,348,499,6,28.685324349492998,60,0.032055269078613335,Bachelors,Part-time,Divorced,Yes,No,Home,Yes,0
35,67098,245839,401,336,9,24.203989899810203,360,0.787457583051233,High School,Full-time,Single,Yes,Yes,Business,No,0
66,137413,457162,515,480,13,8.00810870375637,60,0.30678489806003406,Masters,Unemployed,Married,No,Yes,Other,No,0
56,15526,22727,737,272,8,2.9730821086584207,60,0.12178257113349344,Bachelors,Unemployed,Divorced,No,No,Other,Yes,0
49,83760,240423,458,57,16,10.190219993898118,240,0.5333670843171654,Masters,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
41,62837,96081,788,327,13,8.737041933581095,24,0.22743063127636748,High School,Unemployed,Single,No,Yes,Business,No,0
40,26536,385865,541,108,13,15.671848204245423,240,0.4686226167448381,PhD,Unemployed,Divorced,No,No,Home,No,0
79,43541,242130,304,278,17,23.554109391965998,360,0.469414326275673,Masters,Unemployed,Married,No,No,Other,Yes,0
49,94083,69056,660,327,5,25.891365227486883,36,0.35658385672229537,High School,Self-employed,Single,No,No,Education,No,0
54,49531,135153,758,314,17,25.501058476904745,24,0.6688948924360342,High School,Unemployed,Single,Yes,No,Business,No,0
29,23712,166268,547,473,9,11.430591275468965,36,0.21197364924435444,PhD,Self-employed,Married,No,Yes,Business,No,0
66,119101,168807,721,110,2,20.929795960359804,36,0.35890607329418733,PhD,Part-time,Married,No,Yes,Education,No,0
72,80455,236821,314,228,18,10.07219172820238,60,0.4301537028727772,High School,Part-time,Married,Yes,No,Other,No,1
30,89744,81102,421,496,9,2.7662607538202986,24,0.5308997766138397,High School,Unemployed,Divorced,Yes,No,Education,No,0
40,144749,473794,576,155,6,21.345392702485327,36,0.6271774804044716,Masters,Part-time,Married,Yes,No,Auto,Yes,0
42,20109,157570,752,472,11,1.2849990245238474,120,0.3158458263026049,High School,Self-employed,Single,Yes,No,Home,Yes,0
52,64268,77865,689,271,6,12.866295036296169,36,0.5168375552772768,High School,Part-time,Married,No,Yes,Home,Yes,0
58,69615,163728,593,1,6,10.551998809760196,120,0.12048876245481531,Masters,Unemployed,Single,Yes,Yes,Other,Yes,0
47,97503,68695,745,510,13,21.10794861704672,24,0.7461184804339829,Bachelors,Self-employed,Single,No,No,Education,No,1
34,100708,432116,509,285,11,23.221118710050987,360,0.3064470451368029,Masters,Full-time,Divorced,No,No,Business,Yes,0
66,117471,118235,601,12,14,9.818744443167231,240,0.5836171375811507,Masters,Self-employed,Married,Yes,Yes,Business,No,0
79,98309,479115,522,497,2,24.537183418900753,24,0.01627286550574212,PhD,Part-time,Divorced,Yes,Yes,Business,No,0
37,141446,441917,302,237,8,9.52358605464308,240,0.16414971432384562,Masters,Full-time,Married,No,Yes,Auto,Yes,0
65,121661,109777,817,93,3,13.943464439610276,240,0.3896660354588624,High School,Self-employed,Married,No,Yes,Auto,Yes,0
42,21154,20033,392,337,3,22.083537283409886,24,0.7026019741858773,High School,Full-time,Married,Yes,No,Business,No,0
39,79288,142877,819,170,1,21.09468664751887,36,0.42180411996054173,High School,Full-time,Married,Yes,Yes,Other,Yes,0
30,66195,167923,727,566,19,29.6336856970538,12,0.7438963858351033,Bachelors,Full-time,Married,Yes,Yes,Auto,Yes,0
76,35581,27832,792,466,18,7.529669702262025,36,0.3870375172662371,High School,Self-employed,Single,No,Yes,Auto,No,0
36,45087,195509,534,142,17,20.207219492647887,36,0.39235927738876,Bachelors,Part-time,Single,No,No,Home,No,0
66,84298,378869,460,200,13,18.680775339997545,360,0.09579743080042552,High School,Self-employed,Married,Yes,No,Home,No,0
53,61167,146016,630,179,3,27.53785518021087,60,0.6421249953217759,Masters,Part-time,Single,No,Yes,Other,No,0
29,54499,283017,632,363,1,5.5345021077013765,60,0.19757232997365,PhD,Self-employed,Divorced,Yes,Yes,Auto,No,0
78,140816,41372,349,478,4,22.802146744021055,36,0.7196899914978521,High School,Self-employed,Divorced,No,No,Auto,No,0
58,111347,90464,822,564,13,17.47978987179428,120,0.728659376264317,Bachelors,Self-employed,Divorced,No,No,Education,Yes,0
36,63787,147451,791,470,17,8.965310223849258,360,0.7546480894993198,Bachelors,Part-time,Married,Yes,Yes,Other,Yes,0
29,50488,118322,571,383,11,14.75861251026805,240,0.41618439128247203,PhD,Self-employed,Married,Yes,No,Other,Yes,1
26,89441,168823,551,416,2,10.679521315024136,60,0.5416750278269155,High School,Full-time,Single,Yes,Yes,Education,No,0
24,37431,363226,389,307,16,17.800088680865365,36,0.6228127040493309,Masters,Self-employed,Single,No,No,Education,No,0
45,76681,221894,745,366,2,26.78101771362531,360,0.10481169492037248,High School,Full-time,Single,No,Yes,Home,Yes,0
31,137720,268254,631,0,19,17.509844547953858,12,0.4807657559979978,High School,Unemployed,Divorced,Yes,Yes,Other,Yes,0
48,64153,448557,438,43,19,19.319950131470936,120,0.02743832104264934,PhD,Unemployed,Divorced,No,No,Other,Yes,1
69,21368,275231,656,97,16,16.043687566326575,24,0.3980528667109807,High School,Part-time,Divorced,Yes,Yes,Education,No,0
36,127360,417978,573,264,19,2.4837996869188013,36,0.12387414529618193,Masters,Part-time,Divorced,No,No,Business,Yes,0
75,127755,345761,318,139,9,7.752898149406733,360,0.14633834076966776,Bachelors,Unemployed,Single,Yes,No,Business,Yes,0
64,71985,101483,610,480,1,15.2680501535304,36,0.29203805335408123,PhD,Self-employed,Married,No,No,Home,Yes,0
33,65069,10596,453,236,10,9.996823228596439,240,0.34594973337320245,Masters,Self-employed,Married,No,Yes,Business,No,0
70,67326,235627,689,71,19,6.2711443350746325,120,0.4985379396257498,Bachelors,Self-employed,Divorced,No,Yes,Business,Yes,0
22,123737,108539,559,189,1,15.61985241563471,60,0.05954273475081254,PhD,Unemployed,Married,No,Yes,Business,Yes,0
52,65861,19313,424,267,2,10.36148400998766,60,0.40295340898995574,PhD,Full-time,Married,Yes,No,Auto,No,0
29,90897,376319,653,320,16,8.485121652029026,60,0.1461001042024809,Bachelors,Part-time,Married,No,Yes,Home,No,0
42,142118,198621,572,106,12,14.455577105771043,24,0.45918014002539354,Bachelors,Full-time,Divorced,Yes,Yes,Education,No,0
69,83577,115914,544,231,8,4.865243484383021,360,0.5099236898089469,Masters,Unemployed,Single,Yes,Yes,Business,No,0
76,24078,24705,749,41,18,27.904626259186813,120,0.44536740524228313,High School,Full-time,Single,Yes,Yes,Auto,No,0
38,77768,199436,546,138,2,26.163360839657933,120,0.5906364083826462,High School,Self-employed,Married,Yes,No,Business,Yes,0
53,66047,336589,819,272,13,21.520996986475524,60,0.2684873953927211,High School,Self-employed,Single,No,Yes,Auto,Yes,0
70,86626,104892,440,480,6,4.08020100006523,60,0.6120852733065048,High School,Full-time,Single,Yes,No,Home,No,0
40,72660,210717,661,415,6,23.500440379621097,240,0.34621366536655496,High School,Unemployed,Divorced,No,No,Business,No,0
33,147997,265167,307,505,9,24.43076251516155,12,0.38734759865807744,Masters,Full-time,Divorced,No,No,Auto,No,0
74,132832,120654,777,423,16,23.265173913715792,12,0.5184817018088571,PhD,Self-employed,Married,No,No,Other,No,0
56,145406,191868,651,406,11,4.3050107264579935,36,0.014686707199379168,Masters,Self-employed,Married,No,Yes,Other,Yes,0
62,140150,81073,794,567,7,19.67333075496518,36,0.5231953771361987,Masters,Unemployed,Married,Yes,Yes,Auto,Yes,1
70,48320,355341,726,389,10,25.19541907673256,120,0.4948681192576923,Masters,Full-time,Divorced,No,Yes,Business,No,0
59,79881,65429,338,341,10,17.743248635370364,120,0.24787769340262394,PhD,Self-employed,Single,Yes,No,Business,No,0
75,105827,105195,486,492,18,19.74581388161458,24,0.06863542791959158,Masters,Self-employed,Divorced,No,Yes,Home,No,1
56,117215,193699,392,191,9,14.292540903362879,24,0.07274835993043292,Masters,Full-time,Divorced,No,No,Home,No,0
31,149461,34848,385,498,15,16.332512276637527,12,0.7385789975881829,PhD,Full-time,Single,Yes,Yes,Education,Yes,0
48,76550,432020,343,232,4,1.9969288922000312,36,0.5514234569806697,Masters,Part-time,Single,No,Yes,Home,No,0
75,39826,409595,436,226,8,19.529927637225253,12,0.10168209101659231,High School,Unemployed,Married,No,Yes,Business,No,0
22,115734,453880,720,370,9,3.3619691738436166,12,0.2853785354471251,Bachelors,Unemployed,Single,No,No,Education,Yes,0
52,113511,290910,373,138,13,13.615423235866478,36,0.47398639512127716,Masters,Full-time,Single,No,Yes,Home,No,0
40,26653,69099,847,148,9,9.486997832354827,360,0.668457364072519,Bachelors,Unemployed,Single,No,No,Auto,Yes,0
46,96941,430276,811,114,4,16.817410556139677,24,0.03492874297040682,Masters,Self-employed,Single,Yes,No,Other,No,0
60,48662,488949,455,449,17,4.869073730173005,240,0.1893065051760071,Masters,Full-time,Married,No,No,Home,No,0
28,113818,70122,554,62,16,21.057658657226227,240,0.7117991922363041,High School,Full-time,Married,No,Yes,Home,Yes,0
35,110081,148159,470,103,15,24.05533457092564,240,0.007332440147053188,PhD,Full-time,Single,Yes,Yes,Auto,No,1
64,51877,49868,469,272,3,5.737279042551538,36,0.16111928223510993,Bachelors,Part-time,Single,No,No,Business,Yes,1
29,126562,120119,621,5,5,4.025079533204583,60,0.7672193407783728,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
26,87715,417441,755,146,5,5.219949000833416,60,0.4907214772177369,High School,Part-time,Married,No,No,Home,Yes,1
27,125091,358430,454,183,15,26.43669929505655,60,0.20933709331000516,High School,Self-employed,Single,No,No,Business,No,0
75,147632,269787,648,27,18,16.317488590934328,120,0.05359287551667809,Bachelors,Unemployed,Divorced,Yes,No,Education,No,1
61,94148,487275,750,549,15,14.550568884217576,24,0.022553072357777728,PhD,Part-time,Married,No,Yes,Home,Yes,0
34,98186,299871,472,118,2,4.094642753968274,24,0.19579606370954183,High School,Full-time,Married,No,Yes,Auto,No,0
78,138629,405221,309,292,13,19.83712419595189,360,0.7051886556711284,Masters,Part-time,Married,Yes,Yes,Education,No,0
55,85316,110079,564,370,4,26.171988164957607,360,0.3327309234380076,Masters,Full-time,Single,Yes,No,Other,No,0
24,43380,328841,737,243,10,25.017390210380135,120,0.5762666953327944,Masters,Part-time,Single,No,No,Education,Yes,0
63,125198,17029,546,579,13,19.155586560443236,12,0.7346280283039662,PhD,Part-time,Married,Yes,Yes,Auto,Yes,1
30,17356,247353,845,217,10,3.183082782898535,360,0.3264323692822533,Masters,Part-time,Single,No,Yes,Education,No,0
57,85326,408442,798,176,9,4.2595137881043765,240,0.15302189682991765,Masters,Full-time,Single,Yes,No,Auto,Yes,0
59,107447,195718,428,298,8,2.429960626184916,60,0.4136943446855356,High School,Part-time,Married,No,No,Home,No,0
26,129994,454819,626,57,3,8.46689727828161,240,0.7264669496478836,High School,Unemployed,Single,Yes,No,Business,No,0
67,35049,422947,703,268,16,4.934182547650955,60,0.6434995313101606,Masters,Unemployed,Divorced,Yes,Yes,Other,No,0
44,120361,372602,658,307,14,8.541393167320582,240,0.05266387469052303,Masters,Unemployed,Single,Yes,No,Business,Yes,0
75,31082,373528,316,569,9,12.16668361584989,12,0.5540582400620655,High School,Full-time,Single,Yes,No,Business,Yes,0
19,15661,69926,573,287,11,28.346500738062936,240,0.457518017967163,Bachelors,Full-time,Married,Yes,No,Business,No,0
22,17920,138069,415,104,3,18.70090573366907,240,0.7259705410771404,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
46,94561,318650,390,227,5,25.21423978480591,36,0.0979851334802378,PhD,Unemployed,Divorced,Yes,No,Auto,No,0
54,23946,341373,381,246,10,21.600193520657633,240,0.4272288905637253,High School,Unemployed,Single,Yes,Yes,Other,Yes,0
55,31309,444031,623,493,13,4.26259078527232,36,0.7035701548095139,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,0
36,70230,43092,413,82,4,22.341691784844517,24,0.32801902939339445,High School,Unemployed,Divorced,No,No,Auto,Yes,0
25,126822,325683,357,185,13,8.97786756521461,120,0.3855959341862937,High School,Part-time,Married,Yes,Yes,Auto,No,1
65,127340,460293,453,251,12,19.534127562846486,240,0.05636854213356664,High School,Self-employed,Single,No,No,Auto,No,0
62,74321,153889,703,354,5,10.887897235646667,24,0.22251491235912868,High School,Self-employed,Married,Yes,Yes,Home,No,0
18,147028,169933,565,209,10,29.932495634675117,360,0.2596053193351579,Bachelors,Full-time,Divorced,No,No,Other,Yes,0
39,89131,14428,614,446,9,8.642992905406556,360,0.7560979589959096,Masters,Part-time,Divorced,No,Yes,Auto,No,0
69,40963,176006,340,459,7,9.09478365245382,36,0.22613388843292725,Masters,Full-time,Married,Yes,No,Other,No,0
34,116757,247627,404,471,2,27.98949541130955,240,0.3686949882157216,Bachelors,Full-time,Married,Yes,Yes,Education,No,0
24,114259,246439,492,369,7,1.7146877344533573,240,0.5370435388514239,PhD,Part-time,Married,No,Yes,Home,No,0
42,54063,142330,700,491,8,21.20398064832271,12,0.12974669792630192,PhD,Full-time,Married,No,No,Auto,Yes,0
62,129225,58775,577,136,7,22.034465331340467,24,0.3891539097134996,Masters,Part-time,Married,Yes,Yes,Home,Yes,0
21,131400,213652,653,366,14,25.25497874490158,60,0.5908312315807261,PhD,Part-time,Divorced,Yes,No,Home,No,0
53,95818,489163,555,183,19,29.258740008515783,60,0.6934841704216529,Masters,Full-time,Married,Yes,Yes,Education,Yes,0
23,19703,268613,398,587,5,29.29245565554292,12,0.5010074197299413,Masters,Unemployed,Single,No,No,Other,Yes,0
77,87099,291998,581,286,18,2.8930259694274527,36,0.5352428122535583,Bachelors,Full-time,Divorced,Yes,No,Home,Yes,1
48,46585,138328,702,471,12,24.83334035983417,60,0.10102677806765517,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
36,58585,256158,408,374,17,19.74298807606406,60,0.7566211977970778,Bachelors,Full-time,Single,Yes,No,Education,Yes,0
78,41958,77256,498,536,13,19.772921896819643,360,0.10605926198758589,Masters,Part-time,Single,Yes,Yes,Business,No,0
61,41017,428153,602,510,2,4.722147871826149,360,0.6197383497454387,Masters,Self-employed,Divorced,Yes,No,Education,Yes,0
71,139677,362278,626,578,13,19.855427826923947,120,0.21185305742265506,Masters,Part-time,Married,No,No,Business,No,1
56,44426,133723,453,249,7,29.491994837436188,24,0.7468745149610013,High School,Unemployed,Divorced,No,No,Business,No,0
44,32778,182360,704,509,10,27.442738516643963,36,0.5759676314955836,High School,Unemployed,Divorced,Yes,No,Home,No,0
27,57229,347874,761,72,6,13.734789163340665,240,0.6030509703826952,High School,Self-employed,Single,Yes,No,Home,Yes,0
43,101652,419267,431,281,3,2.1584912252967356,24,0.17524733844790666,Bachelors,Unemployed,Divorced,No,Yes,Education,Yes,0
36,143267,290530,383,359,3,11.50651121000594,36,0.3544319813081287,Masters,Unemployed,Married,Yes,No,Other,Yes,0
56,141503,469270,698,9,18,24.9653190364161,60,0.49425055567142917,PhD,Full-time,Single,No,Yes,Home,Yes,0
79,99878,243634,408,210,11,21.343473942489815,120,0.6159788945652808,Bachelors,Full-time,Divorced,Yes,Yes,Home,No,0
20,72056,410400,520,151,5,14.320966012224735,24,0.08316750072991166,Bachelors,Unemployed,Divorced,No,No,Auto,No,0
62,34975,34787,667,4,19,2.5979445196061017,60,0.7698922531636228,Bachelors,Unemployed,Married,No,No,Home,No,0
30,103397,22621,446,194,19,13.379947106875775,36,0.7121765364436449,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,1
67,48142,469780,411,282,15,14.60172325181862,24,0.21627887239646748,Masters,Unemployed,Divorced,No,Yes,Auto,No,0
45,41916,78984,793,463,16,27.928110453929943,240,0.6582081944258656,High School,Unemployed,Divorced,Yes,Yes,Business,No,0
79,79324,454008,804,112,9,19.591497003882623,24,0.41465913843185875,Masters,Part-time,Divorced,No,No,Business,No,0
75,140932,439469,774,270,4,10.037934582984818,60,0.36944518524961495,Masters,Unemployed,Married,Yes,Yes,Auto,Yes,0
37,111059,297195,570,162,15,16.23422966907092,24,0.25154728464912435,Bachelors,Self-employed,Divorced,Yes,Yes,Auto,No,0
45,113317,312955,720,459,12,2.915603926842642,240,0.464774869305274,Bachelors,Part-time,Divorced,Yes,No,Auto,No,0
25,50046,31447,666,104,3,29.20447883384237,120,0.5839112941628782,Bachelors,Self-employed,Divorced,No,Yes,Education,Yes,0
78,116459,129046,579,555,14,11.441737155991055,120,0.32874632397020664,High School,Unemployed,Single,Yes,No,Other,No,0
58,60893,216002,582,281,17,14.858153292480939,60,0.5033753544066337,High School,Full-time,Married,Yes,Yes,Other,Yes,0
56,116520,494253,339,161,19,11.303235252870754,36,0.5594503369242431,High School,Part-time,Single,Yes,No,Business,No,0
18,140818,162326,488,350,6,20.792840173369804,60,0.5688974536122288,Masters,Full-time,Single,No,Yes,Business,Yes,0
20,76272,347189,463,433,4,20.204732591558198,120,0.041572878504944205,Bachelors,Part-time,Married,Yes,No,Business,Yes,0
30,82649,117859,835,139,7,21.744347005344935,12,0.6877982445480536,PhD,Full-time,Single,No,No,Home,Yes,0
45,79674,189490,835,470,19,8.776153658745704,12,0.3666026518120384,Masters,Part-time,Single,No,Yes,Business,No,0
79,101475,408688,303,131,17,10.154385953757913,24,0.20993286535697156,High School,Part-time,Single,No,No,Auto,No,0
74,76367,4471,589,86,16,4.63228570179003,240,0.1934116059837453,PhD,Self-employed,Married,Yes,Yes,Business,Yes,0
77,136750,239404,732,182,15,20.009789183537265,360,0.3864112902751604,PhD,Full-time,Divorced,Yes,No,Auto,Yes,0
66,133154,121312,770,367,8,2.1541166927339237,360,0.7094652315751674,Bachelors,Self-employed,Married,No,No,Education,Yes,0
42,59738,227876,480,128,19,18.332787730180314,360,0.3026780653461176,PhD,Self-employed,Married,Yes,No,Home,Yes,0
73,48397,140401,547,245,8,26.22118066069738,24,0.5997805974268346,High School,Full-time,Married,Yes,No,Home,Yes,0
50,97189,166937,578,577,18,26.83413230039937,12,0.07745498478977489,Bachelors,Part-time,Single,No,No,Other,Yes,0
55,91367,47850,553,377,16,14.022095050728888,120,0.38084536172084943,PhD,Self-employed,Divorced,No,No,Education,Yes,0
70,135585,317364,480,148,19,14.31980695817914,24,0.7933489123141886,Bachelors,Full-time,Married,Yes,No,Auto,Yes,0
23,91619,244306,808,432,10,3.2321063072325034,360,0.6163502422338696,PhD,Part-time,Married,No,Yes,Education,Yes,1
75,126453,94808,625,468,17,20.452185737848037,360,0.16842279075249042,Masters,Self-employed,Divorced,Yes,Yes,Home,Yes,0
61,34816,138469,656,445,13,24.816523190812518,60,0.4011531789583286,Masters,Self-employed,Divorced,No,No,Auto,Yes,0
62,94530,229981,690,480,13,8.094996583536679,360,0.18689981091885324,High School,Self-employed,Divorced,Yes,No,Education,Yes,0
49,123856,167597,384,293,7,13.217725567367575,240,0.3276487418100074,Masters,Part-time,Single,Yes,No,Home,No,1
62,86635,54072,616,142,10,25.32634076619284,360,0.6240672189879719,Masters,Self-employed,Divorced,No,Yes,Auto,Yes,0
78,122803,222178,511,249,2,26.43649356220635,60,0.616979852232323,Masters,Part-time,Single,Yes,No,Auto,No,0
64,50946,84820,814,301,4,8.052219427662553,360,0.18248030232190812,PhD,Unemployed,Married,Yes,Yes,Home,No,0
38,70204,478746,683,24,6,16.966548401699562,240,0.7377786545238881,PhD,Self-employed,Single,No,No,Auto,No,1
33,30563,24284,641,69,18,6.582301368438984,120,0.4740545462118615,Bachelors,Unemployed,Divorced,Yes,No,Home,Yes,1
71,107324,455546,337,111,6,3.95448416004714,24,0.30393943276961166,PhD,Full-time,Single,Yes,No,Business,No,1
38,24847,84369,810,363,17,27.42249454036677,240,0.4015484646246885,Masters,Self-employed,Divorced,Yes,No,Business,Yes,0
28,41155,288266,719,302,14,24.794717622731167,60,0.484057002750195,PhD,Full-time,Single,No,No,Auto,No,0
77,94671,393493,468,470,11,23.041012152292044,24,0.44791242547662835,High School,Full-time,Married,No,Yes,Auto,Yes,1
